Price,Close,High,Low,Open,Volume
Ticker,KLBF.JK,KLBF.JK,KLBF.JK,KLBF.JK,KLBF.JK
Date,,,,,
2019-02-11,1420.54248046875,1429.44870291683,1416.08936924471,1420.54248046875,9189800
2019-02-12,1398.2769775390625,1424.9956458996814,1398.2769775390625,1416.0894231128084,21731100
2019-02-13,1398.2769775390625,1416.0894231128084,1389.3707547521894,1398.2769775390625,11236800
2019-02-14,1411.63623046875,1416.0893416058755,1380.4644525088722,1380.4644525088722,19127000
2019-02-15,1402.72998046875,1416.0893136160714,1380.4644252232142,1389.3706473214286,29752800
2019-02-18,1402.72998046875,1416.0893136160714,1384.9175362723215,1407.183091517857,31288900
2019-02-19,1380.464599609375,1398.2770460559475,1380.464599609375,1398.2770460559475,17400900
2019-02-20,1376.011474609375,1398.2770324509506,1362.6521399044295,1389.3708093143205,25303700
2019-02-21,1362.6519775390625,1371.5581996144813,1349.2926444259344,1362.6519775390625,29788200
2019-02-22,1344.8394775390625,1358.1988100973974,1335.9332558335057,1349.2925883918408,34067200
2019-02-25,1340.3863525390625,1349.2925741506178,1335.9332417332848,1344.8394633448402,33020800
2019-02-26,1340.3863525390625,1344.8394633448402,1335.9332417332848,1340.3863525390625,33464200
2019-02-27,1353.745849609375,1367.1051836515728,1344.8396269145765,1344.8396269145765,13616000
2019-02-28,1331.480224609375,1367.1051135621342,1318.1208912520904,1358.1988913239443,46482400
2019-03-01,1371.5582275390625,1371.5582275390625,1335.933338512074,1344.839560768821,13025800
2019-03-04,1349.292724609375,1376.011392423422,1349.292724609375,1371.5582811210809,17738800
2019-03-05,1340.3863525390625,1358.198795762173,1331.4801309275074,1358.198795762173,10501300
2019-03-06,1344.8394775390625,1358.1988100973974,1327.027034127949,1358.1988100973974,10222000
2019-03-07,1344.8394775390625,1344.8394775390625,1344.8394775390625,1344.8394775390625,0
2019-03-08,1358.198974609375,1358.198974609375,1327.027194864242,1327.027194864242,13406000
2019-03-11,1353.745849609375,1362.6520723041735,1349.2927382619757,1353.745849609375,5657800
2019-03-12,1335.933349609375,1358.198905436198,1331.4802384440104,1335.933349609375,8441800
2019-03-13,1340.3863525390625,1362.6519065679506,1331.4801309275074,1353.7456849563953,3102900
2019-03-14,1335.933349609375,1344.8395719401042,1331.4802384440104,1335.933349609375,10924400
2019-03-15,1376.011474609375,1380.46458617769,1344.8396936311692,1358.1990283361145,16407600
2019-03-18,1376.011474609375,1398.2770324509506,1362.6521399044295,1384.9176977460054,4608300
2019-03-19,1384.9176025390625,1389.370713801246,1371.558268752512,1389.370713801246,3338000
2019-03-20,1353.745849609375,1380.4645176937706,1344.8396269145765,1376.0114063463714,8387600
2019-03-21,1340.3863525390625,1371.558128179506,1340.3863525390625,1358.198795762173,8730400
2019-03-22,1344.8394775390625,1353.7456992446191,1340.3863666862842,1340.3863666862842,5230200
2019-03-25,1340.3863525390625,1362.6519065679506,1335.9332417332848,1335.9332417332848,11404500
2019-03-26,1349.292724609375,1362.6520585163985,1335.9333907023515,1362.6520585163985,6829100
2019-03-27,1349.292724609375,1353.745835911716,1344.839613307034,1353.745835911716,4645500
2019-03-28,1353.745849609375,1358.1989609567743,1344.8396269145765,1349.2927382619757,3251300
2019-03-29,1353.745849609375,1367.1051836515728,1344.8396269145765,1367.1051836515728,7590100
2019-04-01,1327.027099609375,1362.6519881894924,1322.5739885368603,1353.7457660444632,7441700
2019-04-02,1344.8394775390625,1353.7456992446191,1327.027034127949,1331.4801449807273,4543700
2019-04-03,1344.8394775390625,1344.8394775390625,1344.8394775390625,1344.8394775390625,0
2019-04-04,1367.105224609375,1371.5583360901871,1353.7458901669381,1362.6521131285626,6032500
2019-04-05,1344.8394775390625,1371.5581426557326,1340.3863666862842,1371.5581426557326,5363700
2019-04-08,1353.745849609375,1353.745849609375,1335.933404219778,1353.745849609375,6588200
2019-04-09,1362.6519775390625,1362.6519775390625,1344.8395333882252,1349.2926444259344,6242500
2019-04-10,1358.198974609375,1371.5583087858606,1349.2927518250513,1371.5583087858606,6300600
2019-04-11,1349.292724609375,1367.1051698187398,1349.292724609375,1367.1051698187398,4779500
2019-04-12,1335.933349609375,1349.2926831054688,1327.0271272786458,1349.2926831054688,26667100
2019-04-15,1331.480224609375,1340.3864468475647,1327.02711349028,1331.480224609375,29657600
2019-04-16,1331.480224609375,1335.93333572847,1327.02711349028,1331.480224609375,16842400
2019-04-17,1331.480224609375,1331.480224609375,1331.480224609375,1331.480224609375,0
2019-04-18,1331.480224609375,1367.1051135621342,1322.574002371185,1362.6520024430392,38798400
2019-04-19,1331.480224609375,1331.480224609375,1331.480224609375,1331.480224609375,0
2019-04-22,1318.1209716796875,1335.9334172429267,1318.1209716796875,1331.4803058521168,18126300
2019-04-23,1335.933349609375,1344.8395719401042,1322.5740161132812,1322.5740161132812,15935500
2019-04-24,1344.8394775390625,1349.2925883918408,1327.027034127949,1335.9332558335057,9784600
2019-04-25,1309.214599609375,1349.2925975566006,1309.214599609375,1344.8394866735757,27010100
2019-04-26,1349.292724609375,1349.292724609375,1309.2147228883045,1309.2147228883045,11807000
2019-04-29,1335.933349609375,1349.2926831054688,1335.933349609375,1340.3864607747396,8461500
2019-04-30,1376.011474609375,1376.011474609375,1335.9334704945388,1335.9334704945388,43375800
2019-05-01,1376.011474609375,1376.011474609375,1376.011474609375,1376.011474609375,0
2019-05-02,1344.8394775390625,1367.1050318029543,1313.6677015696139,1367.1050318029543,55555500
2019-05-03,1331.480224609375,1349.2926690857546,1309.2146690139004,1344.8395579666596,27461400
2019-05-06,1313.667724609375,1322.5739464711335,1300.3083918167372,1309.2146136784957,28357200
2019-05-07,1335.933349609375,1335.933349609375,1309.2146826171875,1322.5740161132812,12350500
2019-05-08,1335.933349609375,1335.933349609375,1313.667793782552,1313.667793782552,17486600
2019-05-09,1300.3084716796875,1322.5740277016,1300.3084716796875,1309.2146940884525,34466900
2019-05-10,1286.948974609375,1318.1207490808824,1286.948974609375,1291.4020852481617,23369200
2019-05-13,1282.4959716796875,1309.2146377563477,1282.4959716796875,1309.2146377563477,25711300
2019-05-14,1237.96484375,1278.042842288669,1237.96484375,1273.589731339928,31724800
2019-05-15,1202.340087890625,1242.4180908203125,1193.433865017361,1237.9649793836807,29428800
2019-05-16,1153.35595703125,1202.3401868665542,1153.35595703125,1193.4339632601352,26297800
2019-05-17,1122.18408203125,1166.7151963975696,1122.18408203125,1148.9027506510417,33258400
2019-05-20,1184.527587890625,1211.246255286654,1139.9964755639098,1139.9964755639098,24935600
2019-05-21,1193.4337158203125,1237.964824619578,1180.0743831805328,1180.0743831805328,12531500
2019-05-22,1180.074462890625,1193.433796432783,1175.6213517099056,1188.9806852520637,9887200
2019-05-23,1193.4337158203125,1193.4337158203125,1175.6212723006063,1180.0743831805328,14773900
2019-05-24,1197.886962890625,1220.1525198216775,1188.980740118204,1193.4338515044146,10313000
2019-05-27,1197.886962890625,1242.41807675273,1197.886962890625,1220.1525198216775,17398400
2019-05-28,1211.2462158203125,1220.152437995462,1193.4337714700137,1220.152437995462,65365400
2019-05-29,1206.793212890625,1215.6994358639877,1175.621432483856,1215.6994358639877,29183800
2019-05-30,1206.793212890625,1206.793212890625,1206.793212890625,1206.793212890625,0
2019-05-31,1251.3240966796875,1255.777207344028,1211.2461007006227,1211.2461007006227,47925100
2019-06-03,1251.3240966796875,1251.3240966796875,1251.3240966796875,1251.3240966796875,0
2019-06-04,1251.3240966796875,1251.3240966796875,1251.3240966796875,1251.3240966796875,0
2019-06-05,1251.3240966796875,1251.3240966796875,1251.3240966796875,1251.3240966796875,0
2019-06-06,1251.3240966796875,1251.3240966796875,1251.3240966796875,1251.3240966796875,0
2019-06-07,1251.3240966796875,1251.3240966796875,1251.3240966796875,1251.3240966796875,0
2019-06-10,1315.750732421875,1315.750732421875,1274.9170890018856,1279.4541604929957,18929100
2019-06-11,1324.82470703125,1329.3617779457406,1283.991068800835,1293.065210629816,15553200
2019-06-12,1315.750732421875,1324.8248754040947,1297.6024464574352,1297.6024464574352,13802100
2019-06-13,1306.6763916015625,1315.7505332099067,1302.1393207973904,1311.2134624057346,18236400
2019-06-14,1356.5843505859375,1356.5843505859375,1302.1394937062344,1320.287779332802,13729000
2019-06-17,1270.3798828125,1356.5842320033482,1270.3798828125,1352.0471609933036,8921600
2019-06-18,1333.8988037109375,1342.9729452327806,1283.9910253408004,1297.602237623565,25368700
2019-06-19,1342.9730224609375,1342.9730224609375,1315.7505963299727,1333.8988804172825,30480000
2019-06-20,1333.8988037109375,1338.435874471859,1320.2875914281728,1338.435874471859,23322700
2019-06-21,1320.2877197265625,1333.898933331991,1302.1394349193247,1333.898933331991,57082300
2019-06-24,1329.3619384765625,1329.3619384765625,1311.213652627053,1315.7507240894304,5649800
2019-06-25,1342.9730224609375,1342.9730224609375,1324.8247383736275,1333.8988804172825,8008100
2019-06-26,1333.8988037109375,1342.9729452327806,1320.2875914281728,1338.435874471859,8889400
2019-06-27,1320.2877197265625,1338.4360045338005,1311.2135773229436,1338.4360045338005,13759800
2019-06-28,1324.82470703125,1338.435919774722,1306.6764233732877,1320.2876361167596,14398600
2019-07-01,1315.750732421875,1333.8990183863145,1311.213660930765,1329.3619468952047,7220600
2019-07-02,1315.750732421875,1333.8990183863145,1306.6765894396551,1333.8990183863145,17786600
2019-07-03,1311.2135009765625,1333.8988556647382,1302.139359101292,1324.824713789468,14890400
2019-07-04,1306.6763916015625,1324.8246748182507,1297.6022499932183,1302.1393207973904,16376300
2019-07-05,1306.6763916015625,1320.2876040140789,1293.0651791890461,1306.6763916015625,14993200
2019-07-08,1302.139404296875,1306.676475391986,1293.0652621066529,1306.676475391986,7463400
2019-07-09,1315.750732421875,1315.750732421875,1293.0653749663254,1302.1395179485453,14935100
2019-07-10,1329.3619384765625,1329.3619384765625,1293.0653667775437,1315.7507240894304,16001800
2019-07-11,1306.6763916015625,1333.898816426595,1297.6022499932183,1333.898816426595,9454900
2019-07-12,1243.157470703125,1306.6764655565694,1234.0833285812043,1306.6764655565694,26107600
2019-07-15,1324.82470703125,1324.82470703125,1256.7686433138913,1265.8427851428726,23010300
2019-07-16,1302.139404296875,1324.8247597724303,1293.0652621066529,1324.8247597724303,9421700
2019-07-17,1320.2877197265625,1324.824790928372,1297.6023637175151,1320.2877197265625,10614000
2019-07-18,1338.43603515625,1342.9731064618645,1315.750678628178,1324.824821239407,21017200
2019-07-19,1352.0472412109375,1356.584312490169,1338.4360273732434,1342.9730986524748,19603700
2019-07-22,1347.5101318359375,1352.0472029869002,1333.8989183830492,1352.0472029869002,10416800
2019-07-23,1333.8988037109375,1352.0470867546237,1315.7505206672513,1347.5100159937022,8203100
2019-07-24,1306.6763916015625,1342.9729580349392,1306.6763916015625,1306.6763916015625,9584900
2019-07-25,1338.43603515625,1338.43603515625,1306.6765360169493,1306.6765360169493,17168100
2019-07-26,1315.750732421875,1342.9731613685344,1311.213660930765,1338.4360898774246,21710600
2019-07-29,1324.82470703125,1329.3617779457406,1297.6022815443066,1315.750565202269,14182700
2019-07-30,1324.82470703125,1329.3617779457406,1311.2134942877783,1324.82470703125,12891400
2019-07-31,1333.8988037109375,1342.9729452327806,1306.6763791454082,1333.8988037109375,49488800
2019-08-01,1347.5101318359375,1347.5101318359375,1320.287704930161,1333.8989183830492,27669200
2019-08-02,1320.2877197265625,1347.5101469374194,1293.0652925157056,1347.5101469374194,25023300
2019-08-05,1279.4541015625,1324.8248143838653,1270.379958998227,1311.2136005374557,37991300
2019-08-06,1256.768798828125,1274.9170847317803,1234.083441448556,1270.3800132558665,34883400
2019-08-07,1297.602294921875,1320.2876497282014,1252.231585309222,1261.3057272317526,31772500
2019-08-08,1283.9912109375,1324.8248536881624,1283.9912109375,1324.8248536881624,34351700
2019-08-09,1306.6763916015625,1315.7505332099067,1288.528108384874,1297.6022499932183,24758900
2019-08-12,1329.3619384765625,1333.8990099389398,1302.1395097022983,1315.7507240894304,22342100
2019-08-13,1324.82470703125,1333.8988488602313,1302.1393524587972,1329.3617779457406,25253000
2019-08-14,1342.9730224609375,1342.9730224609375,1320.2876673518,1333.8988804172825,26353100
2019-08-15,1352.0472412109375,1352.0472412109375,1315.7506709770869,1324.8248135355495,24390000
2019-08-16,1370.1954345703125,1370.1954345703125,1342.973008717922,1352.047150668719,37517100
2019-08-19,1420.1033935546875,1438.2516797343,1374.732678105656,1374.732678105656,78866000
2019-08-20,1424.640380859375,1433.7145234126194,1411.0291670295082,1420.1033095827527,68933500
2019-08-21,1429.177490234375,1438.2516330295139,1411.0292046440973,1424.6404188368056,44922900
2019-08-22,1474.5479736328125,1492.6962563852164,1429.1772667518028,1429.1772667518028,75268000
2019-08-23,1470.010986328125,1479.0851282190395,1429.1773478190105,1479.0851282190395,23525700
2019-08-26,1470.010986328125,1474.5480572735823,1383.8066383644386,1465.4739153826679,26232000
2019-08-27,1474.5479736328125,1474.5479736328125,1460.9367615685096,1470.0109029447115,81110000
2019-08-28,1501.7705078125,1501.7705078125,1474.5480816890106,1474.5480816890106,85445900
2019-08-29,1515.3817138671875,1524.4558558663923,1501.7705008683804,1506.3075718679827,46905600
2019-08-30,1533.5301513671875,1533.5301513671875,1515.3818655521911,1524.4560084596892,79928200
2019-09-02,1519.9188232421875,1533.530036584655,1483.6222543289412,1524.4558943563432,25346000
2019-09-03,1497.2335205078125,1506.3076630563446,1488.1593779592804,1501.7705917820786,23714900
2019-09-04,1506.3076171875,1506.3076171875,1497.2334749152863,1501.770546051393,21149800
2019-09-05,1515.3817138671875,1524.4558558663923,1488.1592878695733,1506.3075718679827,42419800
2019-09-06,1519.9188232421875,1524.4558943563432,1515.3817521280316,1524.4558943563432,15630900
2019-09-09,1519.9188232421875,1528.992965470499,1510.844681013876,1524.4558943563432,16638800
2019-09-10,1524.4559326171875,1524.4559326171875,1515.3817901611328,1519.9188613891602,20762000
2019-09-11,1524.4559326171875,1524.4559326171875,1492.696434020996,1524.4559326171875,32795700
2019-09-12,1533.5301513671875,1533.5301513671875,1488.1594368296967,1524.4560084596892,18908500
2019-09-13,1524.4559326171875,1533.5300750732422,1501.7705764770508,1524.4559326171875,6903700
2019-09-16,1524.4559326171875,1524.4559326171875,1483.6222915649414,1501.7705764770508,26976900
2019-09-17,1524.4559326171875,1524.4559326171875,1510.8447189331055,1519.9188613891602,23823500
2019-09-18,1524.4559326171875,1524.4559326171875,1515.3817901611328,1519.9188613891602,33115300
2019-09-19,1524.4559326171875,1533.5300750732422,1519.9188613891602,1524.4559326171875,57726800
2019-09-20,1510.8446044921875,1519.9187462609095,1488.159250070383,1515.3816753765484,50429400
2019-09-23,1510.8446044921875,1510.8446044921875,1506.3075336078266,1506.3075336078266,16192600
2019-09-24,1506.3076171875,1515.3817594597137,1501.770546051393,1510.844688323607,30151800
2019-09-25,1515.3817138671875,1519.9187848667898,1497.233429868778,1506.3075718679827,15618200
2019-09-26,1515.3817138671875,1519.9187848667898,1506.3075718679827,1515.3817138671875,24797500
2019-09-27,1519.9188232421875,1524.4558943563432,1510.844681013876,1524.4558943563432,19302200
2019-09-30,1519.9188232421875,1524.4558943563432,1510.844681013876,1510.844681013876,31366800
2019-10-01,1519.9188232421875,1519.9188232421875,1497.2334676714086,1497.2334676714086,6910000
2019-10-02,1515.3817138671875,1524.4558558663923,1506.3075718679827,1506.3075718679827,9516000
2019-10-03,1497.2335205078125,1506.3076630563446,1479.085235410748,1488.1593779592804,11511300
2019-10-04,1497.2335205078125,1501.7705917820786,1483.622306685014,1501.7705917820786,19488200
2019-10-07,1479.085205078125,1501.7705609842312,1470.0110627156826,1497.23348980301,19631800
2019-10-08,1506.3076171875,1506.3076171875,1483.6222615069653,1488.1593326430723,22399600
2019-10-09,1497.2335205078125,1510.844734330611,1497.2335205078125,1497.2335205078125,16388100
2019-10-10,1497.2335205078125,1506.3076630563446,1483.622306685014,1483.622306685014,7200500
2019-10-11,1506.3076171875,1506.3076171875,1497.2334749152863,1501.770546051393,4397400
2019-10-14,1515.3817138671875,1519.9187848667898,1492.6963588691758,1492.6963588691758,7028700
2019-10-15,1506.3076171875,1506.3076171875,1474.5481192347515,1506.3076171875,20787700
2019-10-16,1501.7705078125,1515.3817208742448,1492.696365771337,1506.3075788330816,75947300
2019-10-17,1501.7705078125,1506.3075788330816,1497.2334367919184,1506.3075788330816,13880800
2019-10-18,1474.5479736328125,1497.2333270733172,1433.7143374399038,1492.6962563852164,14812700
2019-10-21,1483.6220703125,1492.696211415329,1456.3996470040138,1492.696211415329,19021000
2019-10-22,1479.085205078125,1492.6964186217888,1465.4739915344612,1492.6964186217888,30314200
2019-10-23,1460.9368896484375,1479.0851739918965,1442.7886053049788,1456.3998185625728,27558200
2019-10-24,1465.47412109375,1465.47412109375,1447.3258347644155,1460.9370495114163,35382900
2019-10-25,1424.640380859375,1465.4740223489748,1415.5662383061306,1465.4740223489748,32521500
2019-10-28,1456.39990234375,1465.4740450374804,1424.6404029156931,1424.6404029156931,31786900
2019-10-29,1483.6220703125,1488.1591408639144,1451.8625764525996,1451.8625764525996,29620400
2019-10-30,1492.6964111328125,1497.233482291271,1488.1593399743542,1497.233482291271,30054100
2019-10-31,1447.3258056640625,1506.3077350484914,1420.1033767174029,1501.7706635573813,32757600
2019-11-01,1474.5479736328125,1488.1591856971154,1447.3255495042067,1447.3255495042067,22218400
2019-11-04,1406.4920654296875,1488.1593466481854,1406.4920654296875,1488.1593466481854,23333900
2019-11-05,1460.9368896484375,1460.9368896484375,1415.5661787897905,1433.7144631332492,30704900
2019-11-06,1451.8626708984375,1451.8626708984375,1406.4919624328613,1406.4919624328613,12598100
2019-11-07,1438.2515869140625,1488.1593706871056,1429.1774444098728,1488.1593706871056,21063300
2019-11-08,1438.2515869140625,1451.862800670347,1420.103301905683,1438.2515869140625,20392100
2019-11-11,1411.029052734375,1460.9368327346263,1365.6583436432377,1411.029052734375,35561600
2019-11-12,1406.4920654296875,1420.1032789661037,1383.8067095356603,1401.954994250882,27976700
2019-11-13,1379.2694091796875,1411.0289021542198,1374.7323387547544,1406.4918317292866,28837900
2019-11-14,1370.1954345703125,1388.343718471906,1365.6583635949141,1370.1954345703125,15455400
2019-11-15,1370.1954345703125,1397.4178604227027,1361.1212926195158,1388.343718471906,11801400
2019-11-18,1370.1954345703125,1388.343718471906,1352.047150668719,1370.1954345703125,16541100
2019-11-19,1379.2694091796875,1379.2694091796875,1361.1211274799548,1365.658197904888,14736200
2019-11-20,1383.806640625,1397.4178534836065,1356.5842149077869,1361.1212858606557,12690800
2019-11-21,1383.806640625,1388.3437115778688,1365.6583568135245,1370.1954277663933,13558000
2019-11-22,1374.7325439453125,1388.3437572517018,1370.1954728431829,1388.3437572517018,11006000
2019-11-25,1374.7325439453125,1383.806686149572,1361.1213306389234,1365.658401741053,21121300
2019-11-26,1388.34375,1406.4920343137255,1370.1954656862745,1406.4920343137255,73213700
2019-11-27,1374.7325439453125,1388.3437572517018,1370.1954728431829,1383.806686149572,27995500
2019-11-28,1347.5101318359375,1374.732558741714,1342.9730606849748,1370.1954875907513,19711500
2019-11-29,1383.806640625,1392.8807825307376,1338.4359310963114,1338.4359310963114,16931000
2019-12-02,1424.640380859375,1424.640380859375,1383.806739369775,1392.8808819230194,16641700
2019-12-03,1451.8626708984375,1451.8626708984375,1411.0290332794189,1415.5661041259766,16227300
2019-12-04,1424.640380859375,1442.7886659658639,1415.5662383061306,1442.7886659658639,16765000
2019-12-05,1420.1033935546875,1420.1033935546875,1406.4921789199782,1411.0292504648812,9809000
2019-12-06,1424.640380859375,1442.7886659658639,1406.4920957528861,1406.4920957528861,26183300
2019-12-09,1420.1033935546875,1433.714608189397,1411.0292504648812,1424.6404650995908,11019400
2019-12-10,1424.640380859375,1442.7886659658639,1411.0291670295082,1411.0291670295082,9935300
2019-12-11,1420.1033935546875,1442.7887512792033,1411.0292504648812,1442.7887512792033,17872900
2019-12-12,1424.640380859375,1442.7886659658639,1401.9550244762638,1406.4920957528861,26446200
2019-12-13,1451.8626708984375,1451.8626708984375,1429.1773166656494,1451.8626708984375,18588700
2019-12-16,1429.177490234375,1460.936990017361,1420.1033474392361,1456.3999186197916,16279800
2019-12-17,1483.6220703125,1483.6220703125,1411.02894148987,1438.2513647983562,46622200
2019-12-18,1483.6220703125,1483.6220703125,1460.9367175554282,1483.6220703125,42302800
2019-12-19,1460.9368896484375,1483.6222450777611,1442.7886053049788,1483.6222450777611,16402600
2019-12-20,1460.9368896484375,1479.0851739918965,1442.7886053049788,1442.7886053049788,40962600
2019-12-23,1474.5479736328125,1488.1591856971154,1451.8626201923078,1474.5479736328125,30143000
2019-12-26,1447.3258056640625,1470.011163119612,1433.7145911907328,1451.8628771551723,14648500
2019-12-27,1465.47412109375,1465.47412109375,1429.1775484350812,1447.3258347644155,8196900
2019-12-30,1470.010986328125,1470.010986328125,1442.788560655382,1451.8627025462963,14635200
2020-01-02,1465.47412109375,1483.6224074230843,1451.8629063467492,1470.0111926760835,14075700
2020-01-03,1483.6220703125,1483.6220703125,1460.9367175554282,1470.010858658257,20606000
2020-01-06,1488.1593017578125,1488.1593017578125,1465.4739465480898,1479.0851596739235,10231400
2020-01-07,1483.6220703125,1483.6220703125,1451.8625764525996,1483.6220703125,17153100
2020-01-08,1438.2515869140625,1465.4740144266314,1438.2515869140625,1447.3257294182522,11666700
2020-01-09,1451.8626708984375,1451.8626708984375,1424.6402458190917,1438.2514583587647,13555900
2020-01-10,1451.8626708984375,1465.4738834381103,1433.714387512207,1451.8626708984375,15949700
2020-01-13,1451.8626708984375,1465.4738834381103,1442.7885292053222,1442.7885292053222,12854000
2020-01-14,1438.2515869140625,1460.9369431745365,1420.103301905683,1460.9369431745365,24032800
2020-01-15,1433.714599609375,1442.7887426448774,1415.5663135383702,1438.2516711271262,23321300
2020-01-16,1510.8446044921875,1524.4558171452704,1420.103186804969,1438.2514703424129,29672400
2020-01-17,1465.47412109375,1510.8448369170858,1451.8629063467492,1510.8448369170858,26629600
2020-01-20,1470.010986328125,1483.6221991644966,1433.7144187644676,1465.4739153826679,8492800
2020-01-21,1460.9368896484375,1483.6222450777611,1456.3998185625728,1479.0851739918965,4057400
2020-01-22,1442.78857421875,1470.0110001474056,1424.6402902663128,1460.9368581711872,12417900
2020-01-23,1429.177490234375,1442.7887044270833,1411.0292046440973,1442.7887044270833,14530800
2020-01-24,1397.4178466796875,1424.6402722643568,1397.4178466796875,1415.5661304028004,13044800
2020-01-27,1379.2694091796875,1415.5659725791531,1370.1952683298211,1397.4176908794202,10525000
2020-01-28,1361.1214599609375,1379.26974609375,1347.510245361328,1379.26974609375,15578300
2020-01-29,1383.806640625,1392.8807825307376,1352.047143954918,1365.6583568135245,12069700
2020-01-30,1374.7325439453125,1401.954970558091,1370.1954728431829,1383.806686149572,12903500
2020-01-31,1297.602294921875,1392.8807851084462,1297.602294921875,1392.8807851084462,36468300
2020-02-03,1333.8988037109375,1347.5100159937022,1279.4539545798789,1279.4539545798789,15229400
2020-02-04,1342.9730224609375,1352.0471645045925,1333.8988804172825,1342.9730224609375,16757500
2020-02-05,1347.5101318359375,1347.5101318359375,1333.8989183830492,1342.9730606849748,14550100
2020-02-06,1324.82470703125,1347.510061603703,1320.2876361167596,1347.510061603703,16990900
2020-02-07,1333.8988037109375,1347.5100159937022,1324.8246621890944,1324.8246621890944,12388300
2020-02-10,1342.9730224609375,1347.5100934827651,1315.7505963299727,1347.5100934827651,16341600
2020-02-11,1324.82470703125,1342.9729906892123,1315.750565202269,1342.9729906892123,6665900
2020-02-12,1279.4541015625,1315.7506718195923,1274.9170302803636,1315.7506718195923,40079300
2020-02-13,1243.157470703125,1279.4540391908076,1234.0833285812043,1279.4540391908076,29853100
2020-02-14,1261.3056640625,1270.3798055305756,1234.0832396582734,1243.1573811263488,10208800
2020-02-17,1261.3056640625,1274.9168762646134,1247.6944518603866,1261.3056640625,5852800
2020-02-18,1265.8428955078125,1338.4360364688341,1261.3058241977487,1261.3058241977487,22990100
2020-02-19,1302.139404296875,1320.2876886773192,1270.3799066310976,1270.3799066310976,13279400
2020-02-20,1288.5281982421875,1329.3618383273272,1270.3799137599033,1315.750624965614,13565400
2020-02-21,1238.620361328125,1293.065212375515,1238.620361328125,1288.5281414548992,30858700
2020-02-24,1229.5462646484375,1261.3057622592828,1215.9350513866468,1234.0833357357012,21385300
2020-02-25,1175.1014404296875,1270.3799355996623,1175.1014404296875,1215.9350812168195,23418400
2020-02-26,1166.0272216796875,1206.8608597929838,1152.4160089752552,1170.5642925811649,47271500
2020-02-27,1134.2677001953125,1175.1013374023437,1097.9711337890624,1170.5642666015624,39329700
2020-02-28,1107.04541015625,1111.5824815093492,1066.2117679783555,1102.5083388031505,44307700
2020-03-02,1084.3599853515625,1147.8789803093946,1075.2858432147293,1107.0453406936454,31720700
2020-03-03,1097.97119140625,1120.656546600594,1093.4341203673812,1102.5082624451188,34175900
2020-03-04,1156.953125,1170.5643382352941,1097.9712009803923,1097.9712009803923,30659400
